main_category,series_name,detail_page_url,gov_stat_code,overview,field_major,field_minor,stat_type,homepage_url,organization_detail,division,email,tel,organization
社会保障・衛生,歯科疾患実態調査,https://www.e-stat.go.jp/statistics/00450131,450131,歯科疾患実態調査は、全国から抽出された国民を対象とした国の調査統計で、5年毎に実施されます（平成23年同調査までは6年毎に実施）。歯科疾患実態調査から得られた歯や口に関する実態は、歯科口腔保健の推進に関する基本的事項及び健康日本21（第二次）において設定した目標の評価等、今後の歯科保健医療対策を推進するための基礎資料等として広く活用され、国民が健康で質の高い生活を営むために役立てられています。,社会保障・衛生,保健衛生,一般統計,http://www.mhlw.go.jp/toukei/list/62-17.html,厚生労働省,医政局歯科保健課,,03-5253-1111,厚生労働省
社会保障・衛生,無歯科医地区等調査,https://www.e-stat.go.jp/statistics/00450132,450132,無歯科医地区等調査は、全国の無歯科医地区等の地域を対象とし、無歯科医地区等の状況、最寄歯科医療機関までの交通事情及び無歯科医地区等の内情等を調査するものであり、概ね３年ごとに実施されています。無歯科医地区等調査で得られた結果は、へき地における歯科保健医療体制の確立を図るための基礎資料として、国や地方公共団体の政治・行政において利用されているほか、その結果を公表しています。,社会保障・衛生,保健衛生,一般統計,http://www.mhlw.go.jp/toukei/list/77-16.html,厚生労働省,医政局歯科保健課,,03-5253-1111,厚生労働省
社会保障・衛生,看護師等学校養成所入学状況及び卒業生就業状況調査,https://www.e-stat.go.jp/statistics/00450141,450141,看護師等学校養成所入学状況及び卒業生就業状況調査は、日本に設置されているすべての看護師等学校養成所を対象とする統計調査で、毎年実施されます。看護師等学校養成所入学状況及び卒業生就業状況調査から得られる定員の数や入学生、卒業生の実態は、国や地方公共団体の政治・行政において利用され、そのような利用を通じて国民生活に役立てられています。　看護師等学校養成所入学状況及び卒業生就業状況調査では、設置主体別、学校養成所区分別などの結果を、全国、都道府県などの地域で提供しています。,社会保障・衛生,医療,一般統計,http://www.mhlw.go.jp/toukei/list/100-1.html,厚生労働省,医政局看護課,,03-5253-1111,厚生労働省
社会保障・衛生,原子爆弾被爆者実態調査,https://www.e-stat.go.jp/statistics/00450161,450161,原子爆弾被爆者実態調査は、原子爆弾被爆者の生活、健康等の現状などを把握することを目的に、10年に１回調査を実施しています。　被爆者の年齢、就業状況、被爆者援護法による手当の受給状況、健康状況等の結果を公表しています。,社会保障・衛生,保健衛生,一般統計,http://www.mhlw.go.jp/toukei/list/88-1.html,厚生労働省,健康・生活衛生局総務課,,03-5253-1111,厚生労働省
社会保障・衛生,国民健康・栄養調査,https://www.e-stat.go.jp/statistics/00450171,450171,国民健康・栄養調査は、健康増進法に基づき、国民の身体の状況、栄養素等摂取量及び生活習慣の状況を明らかにし、国民の健康増進の総合的な推進を図るための基礎資料を得ることを目的として、毎年実施しています。　得られた結果は、国や地方公共団体において、生活習慣予防など、健康づくり政策を進める上での資料として活用されると共に、研究機関でも利用され、そのような利用を通じて国民生活に役立てられます。,社会保障・衛生,保健衛生,一般統計,http://www.mhlw.go.jp/toukei/itiran/gaiyo/k-eisei.html,厚生労働省,健康・生活衛生局健康課栄養指導室,,03-5253-1111,厚生労働省
社会保障・衛生,喫煙環境に関する実態調査,https://www.e-stat.go.jp/statistics/00450172,450172,喫煙環境に関する実態調査は、全国の多数の者が利用する施設等について、統一的な基準に基づき、喫煙環境の実態を把握することを目的として実施するものです。得られた結果は、受動喫煙対策等の厚生労働行政施策の企画立案、実施等のための基礎資料を得ることに役立てられます。,社会保障・衛生,保健衛生,一般統計,https://www.mhlw.go.jp/toukei/list/168-1.html,厚生労働省,健康・生活衛生局健康課,,03-5253-1111,厚生労働省
社会保障・衛生,全国がん登録,https://www.e-stat.go.jp/statistics/00450173,450173,,社会保障・衛生,医療,その他,,厚生労働省,健康・生活衛生局がん・疾病対策課,,,厚生労働省
社会保障・衛生,食中毒統計調査,https://www.e-stat.go.jp/statistics/00450191,450191,食中毒統計調査は、食品衛生法に基づき都道府県知事等から厚生労働大臣に報告があったものを対象とする統計調査で、毎年実施されています。項目として、原因となった家庭・業者・施設等の所在地、名称、発病年月日、原因食品名、病因物質、患者数、死者数等を集計しており、食中毒の患者並びに食中毒の死者の発生状況を的確に把握し、食品衛生対策の基礎資料を得ることに役立てられています。,社会保障・衛生,保健衛生,業務統計,http://www.mhlw.go.jp/toukei/list/112-1.html,厚生労働省,健康・生活衛生局食品監視安全課,,03-5253-1111,厚生労働省
社会保障・衛生,定期健康診断結果報告,https://www.e-stat.go.jp/statistics/00450211,450211,定期健康診断結果報告は、労働安全衛生法に基づく定期健康診断の結果についての事業場からの報告を集計したものです。健康診断の項目や、業種、都道府県ごとに有所見率等を公表しており、労働衛生行政における基礎資料として利用されています。　なお、他の安全衛生関係統計はこちらに掲載されています。http://www.mhlw.go.jp/stf/seisakunitsuite/bunya/koyou_roudou/roudoukijun/anzen/toukei.html,社会保障・衛生,保健衛生,業務統計,http://www.mhlw.go.jp/toukei/list/127-1.html,厚生労働省,労働基準局安全衛生部労働衛生課,,03-5253-1111(5491),厚生労働省
社会保障・衛生,次世代育成支援対策推進法に基づく特定事業主行動計画の策定状況の調査,https://www.e-stat.go.jp/statistics/00450270,450270,,社会保障・衛生,社会福祉,業務統計,,こども家庭庁,長官官房参事官（総合政策担当）付少子化対策室,,03-6771-8030,こども家庭庁
社会保障・衛生,乳幼児栄養調査,https://www.e-stat.go.jp/statistics/00450271,450271,,社会保障・衛生,保健衛生,一般統計,https://www.cfa.go.jp/policies/boshihoken/,こども家庭庁,成育局母子保健課,,03-6771-8030,こども家庭庁
社会保障・衛生,乳幼児身体発育調査,https://www.e-stat.go.jp/statistics/00450272,450272,,社会保障・衛生,保健衛生,一般統計,https://www.cfa.go.jp/policies/boshihoken/,こども家庭庁,成育局母子保健課,,03-6771-8030,こども家庭庁
社会保障・衛生,児童養護施設入所児童等調査,https://www.e-stat.go.jp/statistics/00450273,450273,,社会保障・衛生,社会福祉,一般統計,https://www.cfa.go.jp/policies/shakaiteki-yougo,こども家庭庁,支援局家庭福祉課指導係,,03-6859-0149,こども家庭庁
社会保障・衛生,全国家庭児童調査,https://www.e-stat.go.jp/statistics/00450274,450274,,社会保障・衛生,社会福祉,一般統計,http://www.mhlw.go.jp/toukei/list/72-16.html,こども家庭庁,長官官房参事官（総合政策担当）,,03-6771-8030,こども家庭庁
社会保障・衛生,全国ひとり親世帯等調査,https://www.e-stat.go.jp/statistics/00450275,450275,,社会保障・衛生,社会福祉,一般統計,,こども家庭庁,支援局家庭福祉課,,03-6771-8030,こども家庭庁
社会保障・衛生,子どもを守る地域ネットワーク等調査,https://www.e-stat.go.jp/statistics/00450277,450277,,社会保障・衛生,社会福祉,一般統計,https://warp.da.ndl.go.jp/info:ndljp/pid/12862028/www.mhlw.go.jp/toukei/list/164-1.html,こども家庭庁,支援局虐待防止対策課,,03-6771-8030,こども家庭庁
社会保障・衛生,認可外保育施設の現況取りまとめ,https://www.e-stat.go.jp/statistics/00450278,450278,,社会保障・衛生,社会福祉,業務統計,https://www.cfa.go.jp/policies/hoiku/ninkagai/tsuuchi/genkyou/,こども家庭庁,成育局保育政策課認可外保育施設担当室,ninkagaihoikushisetsu.shidou@cfa.go.jp,03-6858-0133,こども家庭庁
社会保障・衛生,次世代育成支援対策推進法に基づく市町村行動計画等に関する策定状況等の調査,https://www.e-stat.go.jp/statistics/00450279,450279,,社会保障・衛生,社会福祉,業務統計,,こども家庭庁,長官官房参事官（総合政策担当）付少子化対策室,,03-6771-8030,こども家庭庁
社会保障・衛生,福祉事務所現況調査,https://www.e-stat.go.jp/statistics/00450301,450301,福祉事務所現況調査は、社会福祉法（昭和26年法律第45号）に基づき設置されている福祉に関する事務所について、その人員体制を把握することにより、福祉事務所の運営指導等に関する基礎資料を得ることを目的としています。,社会保障・衛生,社会福祉,一般統計,,厚生労働省,,,,厚生労働省
社会保障・衛生,無料低額診療事業等に係る実施状況の報告,https://www.e-stat.go.jp/statistics/00450303,450303,無料低額診療事業等に係る実施状況の報告は、社会福祉法（昭和26年法律第45号）に基づき第二種社会福祉事業として実施されている「無料低額診療事業」、「無料低額老健施設利用事業」及び「無料低額介護医療院利用事業」の全国の実施状況の概要を提供しています。,社会保障・衛生,社会保険,業務統計,http://www.mhlw.go.jp/toukei/list/muryou_sinryoujigyou.html,厚生労働省,社会・援護局総務課,,03-5253-1111,厚生労働省
社会保障・衛生,福祉事務所人員体制調査,https://www.e-stat.go.jp/statistics/00450304,450304,福祉事務所人員体制調査は、社会福祉法（昭和26年法律第45号）に基づき設置されている福祉に関する事務所について、その人員体制を把握することにより、福祉事務所の運営指導等に関する基礎資料を得ることを目的としています。,社会保障・衛生,社会福祉,一般統計,,厚生労働省,,,,厚生労働省
社会保障・衛生,世帯主が日本の国籍を有しない被保護世帯における医療扶助額等調査,https://www.e-stat.go.jp/statistics/00450310,450310,,社会保障・衛生,社会福祉,一般統計,,厚生労働省,社会・援護局保護課,,03-5253-1111,厚生労働省
社会保障・衛生,社会保障生計調査,https://www.e-stat.go.jp/statistics/00450311,450311,"社会保障生計調査は、生活保護を受給している世帯の中から約1,100世帯を抽出し、１年間毎月家計簿を付けていただくことで、生活保護を受給している世帯の家計収支の実態を把握する統計調査です。　調査結果は１ヶ月１世帯平均の収入の内訳（生活保護金品、就労収入等）、支出の内訳（食費、住居費、光熱･水道費等）などを世帯類型別、世帯人員別、級地別などに集計し公表しています。 【利用上の注意】 －   計数のない場合 ・   統計項目のありえない場合 …   計数不明又は計数を表章することが不適当な場合 0,0.0 表章単位の２分の１未満の場合",社会保障・衛生,社会福祉,一般統計,http://www.mhlw.go.jp/toukei/list/70-15.html,厚生労働省,社会・援護局保護課,,03-5253-1111,厚生労働省
社会保障・衛生,被保護者調査,https://www.e-stat.go.jp/statistics/00450312,450312,"被保護者調査は、生活保護を受給している全ての世帯を対象とする統計調査です。 月次調査では、受給世帯数や受給者数など基本的な数値について、毎月実施しています。 年次調査では、受給している世帯の状況（世帯類型、世帯の人数、世帯主の年齢、住居の状況、生活保護の受給状況等）や世帯員の状況（性別、年齢、就労状況、傷病の状況、年金の受給状況等）について、毎年７月末に実施しています。 集計結果は全国総数のほか、一部は都道府県・指定都市・中核市別にも公表しています。 【利用上の注意】 －   計数のない場合 ・   統計項目のありえない場合 …   計数不明又は計数を表章することが不適当な場合 △   減少数（率）の場合 0,0.0 表章単位の２分の１未満の場合  月次調査の平成23年度以前の統計表につきましては、福祉行政報告例をご覧ください。",社会保障・衛生,社会福祉,一般統計,http://www.mhlw.go.jp/toukei/list/74-16.html,厚生労働省,社会・援護局保護課,,03-5253-1111,厚生労働省
社会保障・衛生,医療扶助実態統計(旧:医療扶助実態調査),https://www.e-stat.go.jp/statistics/00450313,450313,"「医療扶助実態調査」は、生活保護の医療扶助に関する毎年6月審査分（4・5月診療分）の電子レセプトデータのうち、一般診療（病院･一般診療所）の入院分及び入院外分、歯科診療分、調剤分の全データを対象として、令和２年度まで実施していた統計調査です。（歯科の入院分は対象としません。）　令和３年度からは、「高齢者の医療の確保に関する法律」に基づく行政記録情報である「匿名医療保険等関連情報データベース」に蓄積された診療報酬明細書及び調剤報酬明細書を用いた集計へ変更し、「医療扶助実態統計」（業務統計）として作成しています。これに伴って、令和２年度まで実施していた「医療扶助実態調査」は中止しています。　傷病名、診療実日数、診療行為別点数、受付回数、処方調剤、調剤点数等について集計し、診療件数、１件あたり入院日数、１件あたり点数、一般医薬品・後発医薬品別点数などの集計結果を、年齢階級別、傷病分類別、入院期間別、都道府県・指定都市・中核市別などに集計し公表しています。 【利用上の注意】 －   計数のない場合 ・   統計項目のありえない場合 …   計数不明又は計数を表章することが不適当な場合 0,0.0 表章単位の２分の１未満の場合",社会保障・衛生,社会福祉,業務統計,http://www.mhlw.go.jp/toukei/list/67-16.html,厚生労働省,社会・援護局保護課,,03-5253-1111,厚生労働省
社会保障・衛生,家庭の生活実態及び生活意識に関する調査,https://www.e-stat.go.jp/statistics/00450314,450314,"家庭の生活実態及び生活意識に関する調査は、一般世帯及び生活保護受給世帯の生活実態及び生活意識をを把握するための統計調査です。　調査対象は、一般世帯については、国民生活基礎調査の所得票調査世帯の一部（約30,000世帯）、生活保護受給世帯については、社会保障生計調査の調査世帯（約1,100世帯）としています。　食生活など普段の生活の状況、耐久財の保有状況、親族･近隣とのおつきあいやレジャーなど社会参加の状況、家計の状況、子育てに対する意識などについて調査しています。 【利用上の注意】 －   計数のない場合 ・   統計項目のありえない場合 …   計数不明又は計数を表章することが不適当な場合 0,0.0 表章単位の２分の１未満の場合",社会保障・衛生,社会福祉,一般統計,https://www.mhlw.go.jp/toukei/list/katei_seikatsuishiki_h22.html,厚生労働省,社会・援護局保護課,,03-5253-1111,厚生労働省
社会保障・衛生,住宅手当緊急特別措置事業全国調査,https://www.e-stat.go.jp/statistics/00450315,450315,本調査は、住宅手当緊急特別措置事業（「住宅手当緊急特別措置事業の実施について」（平成21年7月9日付け社援発0709第7号））に基づき住宅手当を受けていた者の受給状況及び受給後の状況等を把握し、住宅手当緊急特別措置事業及び厚生労働行政の企画運営に必要な基礎資料を得ることを目的として平成22年度に実施されました。　本調査では、住宅手当申請時点までの状況、受給中の状況、受給後の状況、他の支援施策の活用等について、受給者調査及び地方自治体調査の結果を提供しています。,社会保障・衛生,社会福祉,一般統計,http://www.mhlw.go.jp/toukei/list/155-1.html,厚生労働省,社会・援護局地域福祉課,,03-5253-1111,厚生労働省
社会保障・衛生,消費生活協同組合(連合会)実態調査,https://www.e-stat.go.jp/statistics/00450321,450321,消費生活協同組合（連合会）実態調査は、全国の消費生活協同組合及び消費生活協同組合連合会を対象とする統計調査で、毎年実施されます。　本実態調査から得られる組合（連合会）の事業の状況や財務の状況等については、国内の消費生活協同組合の実態の把握や、消費生活協同組合制度の施策の検討等のために活用されています。　本実態調査では、事業別組合数、職員の状況、財務の状況、事業の状況などの結果を提供しています。,社会保障・衛生,社会福祉,一般統計,http://www.mhlw.go.jp/toukei/list/98-1.html,厚生労働省,社会・援護局地域福祉課,,03-5253-1111,厚生労働省
社会保障・衛生,ホームレスの実態に関する全国調査(生活実態調査),https://www.e-stat.go.jp/statistics/00450322,450322,ホームレスの実態に関する全国調査（生活実態調査）は、東京23区・政令指定都市及び直近の概数調査の結果において一定のホームレス数の報告があった市において、「ホームレスの自立の支援等に関する特別措置法」(以下「法」という。)に規定するホームレスを対象とする調査で、概ね5年ごとに実施されます。法及び「ホームレスの自立の支援等に関する基本方針」の見直しを検討するにあたって、政策評価等の実施に必要なデータを得ることを目的としています。　本調査では、性別・年齢の状況、路上での生活、健康状態等の結果を提供します。,社会保障・衛生,社会福祉,一般統計,http://www.mhlw.go.jp/toukei/list/64-15.html,厚生労働省,社会・援護局地域福祉課,,03-5253-1111,厚生労働省
社会保障・衛生,ホームレスの実態に関する全国調査(概数調査),https://www.e-stat.go.jp/statistics/00450323,450323,ホームレスの実態に関する全国調査（概数調査）は、全国のすべての市区町村において、「ホームレスの自立の支援等に関する特別措置法」（以下「法」という。）に規定するホームレスを対象とする調査で、１年ごとに実施されます。法及び「ホームレスの自立の支援等に関する基本方針」に基づき実施される施策の効果を継続的に把握することを目的としています。　本調査では、男女別・場所別のホームレス数の結果を提供しています。,社会保障・衛生,社会福祉,業務統計,http://www.mhlw.go.jp/toukei/list/63-15.html,厚生労働省,社会・援護局地域福祉課,,03-5253-1111,厚生労働省
社会保障・衛生,知的障害児(者)基礎調査,https://www.e-stat.go.jp/statistics/00450341,450341,本調査は、在宅知的障害児（者）の生活の実状とニーズを正しく把握し、知的障害児（者）福祉行政の企画・推進の基礎資料を得ることを目的とする。,社会保障・衛生,社会福祉,一般統計,http://www.mhlw.go.jp/toukei/list/101-1.html,厚生労働省,障害保健福祉部企画課,,03-5253-1111,厚生労働省
社会保障・衛生,身体障害児・者等実態調査,https://www.e-stat.go.jp/statistics/00450342,450342,本調査は、在宅の身体障害児・者の障害の種類・程度・原因等の状況、日常生活の状況、就業の状況、福祉用具の所持状況、障害別ニーズの状況等の把握を行い、身体障害児・者に係る福祉施策の推進に必要な基礎資料を得ることを目的とする。,社会保障・衛生,社会福祉,一般統計,http://www.mhlw.go.jp/toukei/list/108-1.html,厚生労働省,障害保健福祉部企画課,,03-5253-1111,厚生労働省
社会保障・衛生,障害支援区分認定状況調査,https://www.e-stat.go.jp/statistics/00450343,450343,本調査は、障害者総合支援法に基づく障害支援区分認定事務の各自治体における実施状況について把握・分析を行い、障害支援区分の制度運営に資する基礎資料を得るとともに、各自治体における障害支援区分の適切な認定を支援することを目的としています。,社会保障・衛生,社会福祉,業務統計,https://www.mhlw.go.jp/toukei/list/110-1.html,厚生労働省,障害保健福祉部精神・障害保健課,,03-5253-1111(3026),厚生労働省
社会保障・衛生,障害福祉サービス等経営実態調査,https://www.e-stat.go.jp/statistics/00450344,450344,障害福祉サービス等経営実態調査は、障害福祉サービス等事業所の経営状況を把握し、障害福祉サービス等報酬改定のための基礎資料を得ることを目的としています。,社会保障・衛生,社会福祉,一般統計,http://www.mhlw.go.jp/toukei/list/shougaihukushi_service_chousa01.html,厚生労働省,障害保健福祉部企画課,,03-5253-1111,厚生労働省
社会保障・衛生,障害福祉サービス等経営概況調査,https://www.e-stat.go.jp/statistics/00450345,450345,,社会保障・衛生,社会福祉,一般統計,,厚生労働省,,,,厚生労働省
社会保障・衛生,障害福祉サービス等従事者処遇状況等調査,https://www.e-stat.go.jp/statistics/00450346,450346,障害福祉サービス等従事者処遇状況等調査は、障害福祉サービス等従事者の処遇の状況及び福祉・介護職員処遇改善加算の影響等の評価を行うとともに、障害福祉サービス等報酬改定のための基礎資料を得ることを目的としています。,社会保障・衛生,社会福祉,一般統計,http://www.mhlw.go.jp/toukei/list/shougaihukushi_service_chousa02.html,厚生労働省,障害保健福祉部企画課,,03-5253-1111,厚生労働省
社会保障・衛生,介護保険事業状況報告,https://www.e-stat.go.jp/statistics/00450351,450351,介護保険事業状況報告は、介護保険制度の円滑な運営に資するための基礎資料を得ることを目的として、毎年実施しています。　主なものとして、第１号被保険者数や、要介護（要支援）認定者数、各種サービスにおける受給者数や給付費等の介護保険事業に係るデータについて、全国集計のほか、都道府県別、保険者別に公表しています。,社会保障・衛生,社会保険,業務統計,http://www.mhlw.go.jp/toukei/list/84-1.html,厚生労働省,老健局介護保険計画課,,03-5253-1111,厚生労働省
社会保障・衛生,介護事業実態調査(介護事業経営概況調査),https://www.e-stat.go.jp/statistics/00450371,450371,各サービス施設・事業所の経営状態を把握し、次期介護保険制度の改正及び介護報酬の改定に必要な基礎資料を得ることを目的としています。　サービス提供の状況、居室・設備等の状況、職員配置・給与、収入の状況等について、集計結果を公表しています。,社会保障・衛生,社会福祉,一般統計,http://www.mhlw.go.jp/toukei/list/153-1.html,厚生労働省,老健局老人保健課,,03-5253-1111,厚生労働省
社会保障・衛生,介護事業実態調査(介護事業経営実態調査),https://www.e-stat.go.jp/statistics/00450372,450372,各サービス施設・事業所の経営状態を把握し、次期介護保険制度の改正及び介護報酬の改定に必要な基礎資料を得ることを目的としています。サービス提供の状況、居室・設備等の状況、職員配置・給与、収入の状況等について、集計結果を公表しています。,社会保障・衛生,社会福祉,一般統計,http://www.mhlw.go.jp/toukei/list/78-23.html,厚生労働省,老健局老人保健課,,03-5253-1111,厚生労働省
社会保障・衛生,介護事業実態調査(介護従事者処遇状況等調査),https://www.e-stat.go.jp/statistics/00450376,450376,介護従事者の処遇の状況及び介護職員処遇改善加算の影響等の評価を行うとともに、介護報酬改定のための基礎資料を得ることを目的としています。介護職員処遇改善加算の取得状況、調査対象施設・事業所に在籍する介護従事者等の給与等について、集計結果を公表しています。,社会保障・衛生,社会福祉,一般統計,http://www.mhlw.go.jp/toukei/list/151-2.html,厚生労働省,老健局老人保健課,,03-5253-1111,厚生労働省
社会保障・衛生,医療経済実態調査(医療機関等調査),https://www.e-stat.go.jp/statistics/00450381,450381,病院、一般診療所、歯科診療所及び保険薬局における医業経営等の実態を明らかにし、社会保険診療報酬に関する基礎資料を整備することを目的とした調査です。,社会保障・衛生,社会保険,一般統計,http://www.mhlw.go.jp/bunya/iryouhoken/database/zenpan/iryoukikan01.html,厚生労働省,保険局医療課,,03-5253-1111,厚生労働省
社会保障・衛生,訪問看護療養費実態調査,https://www.e-stat.go.jp/statistics/00450385,450385,訪問看護基本療養費及び訪問看護管理療養費とそれらに係る加算等の請求実態の把握・分析を行うことにより、訪問看護療養費の支給等を適正に評価し、訪問看護療養費の改定に係る検討を行うための基礎資料を得ることを目的とした調査です。,社会保障・衛生,社会保険,一般統計,http://www.mhlw.go.jp/toukei/list/houmonkango_ryouyouhi.html,厚生労働省,保険局医療課,,03-5253-1111,厚生労働省
社会保障・衛生,DPC導入の影響評価に係る調査,https://www.e-stat.go.jp/statistics/00450386,450386,本調査は、厚生労働大臣が指定する病院の病棟における療養に要する費用の額の算定方法第５項第三号の規定に基づき、ＤＰＣの導入の影響評価及び今後のＤＰＣ制度の見直しを目的として実施しています。　提出された調査結果は、診断群分類点数表の作成、医療機関別係数の設定等に活用され、個別患者が特定できないように集計した後、医療機関毎に公開しています。　また、急性期医療を担う医療機関等の機能や役割を適切に分析・評価するため、中央社会保険医療協議会の要請により適宜活用されています。,社会保障・衛生,医療,業務統計,http://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/iryouhoken/database/dpc.html,厚生労働省,保険局医療課,,03-5253-1111,厚生労働省
社会保障・衛生,後期高齢者医療制度被保険者実態調査,https://www.e-stat.go.jp/statistics/00450388,450388,本調査は、調査年9月末時点の後期高齢者医療制度における、後期高齢者医療広域連合の保険料賦課の状況並びに被保険者の年齢及び所得等を調査し、後期高齢者医療制度の健全な運営をはかるための基礎資料を得ることを目的としたものです。,社会保障・衛生,社会保険,業務統計,http://www.mhlw.go.jp/stf/seisakunitsuite/bunya/iryouhoken/database/seido/kouki_jittai.html,厚生労働省,保険局調査課,,03-5253-1111,厚生労働省
社会保障・衛生,医療給付実態調査,https://www.e-stat.go.jp/statistics/00450389,450389,本調査は、調査年5月から翌年4月に審査決定された診療報酬明細書及び調剤報酬明細書を元に作成した医療保険制度加入者の受診状況（診療種別、受診月、医療費、主疾病等）のデータを、制度別、年齢別、疾病分類別等様々な切り口から観察し、医療保険制度の健全な運営をはかるための基礎資料を得ることを目的としたものです。　なお、結果については、過誤調整等が反映されていない、全数集計ではないなど、各事業年報の実績とは異なるため留意が必要となります。,社会保障・衛生,社会保険,一般統計,http://www.mhlw.go.jp/stf/seisakunitsuite/bunya/iryouhoken/database/zenpan/iryoukyufu.html,厚生労働省,保険局調査課,,03-5253-1111,厚生労働省
社会保障・衛生,後期高齢者医療事業状況報告,https://www.e-stat.go.jp/statistics/00450390,450390,本調査は、後期高齢者医療制度の事業状況を把握し、後期高齢者医療制度の健全な運営をはかるための基礎資料とすることを目的したものです。,社会保障・衛生,社会保険,業務統計,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/iryouhoken/database/seido/kouki_houkoku.html,厚生労働省,保険局調査課,,03-5253-1111,厚生労働省
社会保障・衛生,健康保険・船員保険被保険者実態調査,https://www.e-stat.go.jp/statistics/00450391,450391,本調査は、調査年10月1日現在の健康保険及び船員保険の被保険者について、被保険者の年齢、標準報酬月額、標準賞与額、その所属している事業所の業態、規模及び被扶養者の年齢、続柄、異動の状況等を調査し、制度の健全な運営をはかるための基礎資料を得ることを目的としたものです。　なお、結果については、調査客体について、全国健康保険協会管掌健康保険及び船員保険においては全数調査を、組合管掌健康保険においては健康保険組合ごとに抽出調査を行っているため、留意が必要となります。,社会保障・衛生,社会保険,一般統計,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/iryouhoken/database/seido/kenpo_jittai.html,厚生労働省,保険局調査課,,03-5253-1111,厚生労働省
社会保障・衛生,医療経済実態調査(保険者調査),https://www.e-stat.go.jp/statistics/00450392,450392,本調査は、各医療保険制度の被保険者数、保険給付等に関する状況、決算収支状況及び財産の状況等について調査することで、医療保険の保険者の財政状況の実態を把握し、社会保険診療報酬に関する基礎資料を整備することを目的としたものです。　なお、第23回調査まで実施していた「土地及び直営保養所・保健会館に関する事項」については、第24回調査より廃止しております。,社会保障・衛生,社会保険,業務統計,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/iryouhoken/database/keizai-hokensya.html,厚生労働省,保険局調査課,,03-5253-1111,厚生労働省
社会保障・衛生,国民健康保険医療給付実態調査,https://www.e-stat.go.jp/statistics/00450394,450394,本調査は、国民健康保険の医療給付（老人保健法による医療給付を含む）の状況（診療種別、受診月、医療費、主疾病等）のデータを、制度別、年齢別、疾病分類別等様々な切り口から観察し、国民健康保険制度の健全な運営をはかるための基礎資料を得ることを目的としたもので、平成20年度以降「医療給付実態調査」に統合されたため廃止したものです。,社会保障・衛生,社会保険,その他,,厚生労働省,保険局調査課,,03-5253-1111,厚生労働省
社会保障・衛生,国民健康保険診療施設年報,https://www.e-stat.go.jp/statistics/00450395,450395,本調査は、国民健康保険診療施設の事業内容を把握し、制度の改善、予算の編成、国庫補助の交付など、制度の健全な運営をはかるための基礎資料を得ることを目的としたもので、平成20年度以降廃止したものです。,社会保障・衛生,医療,その他,,厚生労働省,保険局調査課,,03-5253-1111,厚生労働省
社会保障・衛生,国民健康保険事業月報等,https://www.e-stat.go.jp/statistics/00450396,450396,本調査は、国民健康保険の事業状況（加入者数、医療費、収支状況、保険料（税）の状況等）を把握し、国民健康保険制度の健全な運営をはかるための基礎資料を得ることを目的としたものです。　なお、結果については、市町村国保と国保組合とで一部統計表における集計対象期間が異なるため、留意が必要となります。,社会保障・衛生,社会保険,業務統計,http://www.mhlw.go.jp/stf/seisakunitsuite/bunya/iryouhoken/database/seido/kokumin_nenpo.html,厚生労働省,保険局調査課,,03-5253-1111,厚生労働省
社会保障・衛生,国民健康保険実態調査,https://www.e-stat.go.jp/statistics/00450397,450397,本調査は、調査年9月末時点の国民健康保険における、保険者の保険料（税）賦課状況及び保険料（税）と所得との相関関係、国民健康保険被保険者の属する世帯の状況、保険料（税）賦課状況及び被保険者の年齢、職業等の状況並びに被保険者の異動状況等を調査し、国民健康保険の健全な運営を図るための基礎資料を得ることを目的としたものです。なお、結果について、保険者票に係る保険者別データについては被保険者数の少ない区分を非公表とした項目があり、また、世帯票及び組合員票に係る統計表については世帯抽出率の逆数を乗じた推計値として作成している点に、それぞれ留意が必要となります。,社会保障・衛生,社会保険,業務統計,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/iryouhoken/database/seido/kokuho_jittai.html,厚生労働省,保険局調査課,,03-5253-1111,厚生労働省
社会保障・衛生,「医療費の動向」調査,https://www.e-stat.go.jp/statistics/00450399,450399,本調査は、診療報酬に関する審査支払業務を行う審査支払機関から、医療費情報（制度別、医療機関種類別の医療費（点数）、件数、受診延日数、加入者数等）の提供を受け集約することで、医療費の動向を迅速に把握し、医療保険行政の健全な運営をはかるための基礎資料を得ることを目的としたものです。,社会保障・衛生,医療,一般統計,http://www.mhlw.go.jp/bunya/iryouhoken/database/zenpan/iryou_doukou.html,厚生労働省,保険局調査課,,03-5253-1111,厚生労働省
社会保障・衛生,在宅歯科医療に関する調査,https://www.e-stat.go.jp/statistics/00450400,450400,在宅及び外来における個々の診療行為についての診療時間を把握し、保険診療における歯科訪問診療について検討するための基礎資料を得ることを目的とした調査です。,社会保障・衛生,医療,一般統計,,厚生労働省,,,,厚生労働省
